title,category,code,description_en,hierarchy_level,broader_concept_code,uri,broader_concept_uri,number_of_items
directing operational activities,S,S4.2.1,"Directing, supervising and coordinating operational activities, projects and tasks.",3,S4.2,http://data.europa.eu/esco/skill/S4.2.1,http://data.europa.eu/esco/skill/S4.2,194
planning and scheduling events and activities,S,S4.2.2,"Planning and scheduling workflow and timelines for projects, events or programs.",3,S4.2,http://data.europa.eu/esco/skill/S4.2.2,http://data.europa.eu/esco/skill/S4.2,207
allocating and controlling resources,S,S4.3,"Determining the distribution and availability of people, assets, materials or capital to accomplish organizational goals and putting in place financial and administrative controls.",2,S4,http://data.europa.eu/esco/skill/S4.3,http://data.europa.eu/esco/skill/S4,152
allocating and controlling resources,S,S4.3.0,"Determining the distribution and availability of people, assets, materials or capital to accomplish organizational goals and putting in place financial and administrative controls.",3,S4.3,http://data.europa.eu/esco/skill/S4.3.0,http://data.europa.eu/esco/skill/S4.3,13
managing budgets or finances,S,S4.3.1,Determining the distribution and availability financial assets and putting in place financial and administrative controls.,3,S4.3,http://data.europa.eu/esco/skill/S4.3.1,http://data.europa.eu/esco/skill/S4.3,56
managing human resources,S,S4.3.2,Determining the distribution and availability of people to accomplish organizational goals.,3,S4.3,http://data.europa.eu/esco/skill/S4.3.2,http://data.europa.eu/esco/skill/S4.3,18
allocating and controlling physical resources,S,S4.3.3,Determining and controlling the distribution and availability of physical assets such as tools and equipment.,3,S4.3,http://data.europa.eu/esco/skill/S4.3.3,http://data.europa.eu/esco/skill/S4.3,65
performing administrative activities,S,S4.4,"Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.",2,S4,http://data.europa.eu/esco/skill/S4.4,http://data.europa.eu/esco/skill/S4,95
performing administrative activities,S,S4.4.0,"Performing administrative tasks such as typing up reports, ordering supplies, maintaining mail correspondence,  and ensuring administrative systems, processes and databases are efficient.",3,S4.4,http://data.europa.eu/esco/skill/S4.4.0,http://data.europa.eu/esco/skill/S4.4,2
administering human resources,S,S4.4.1,Performing administrative and clerical tasks concerned with human resource administration.,3,S4.4,http://data.europa.eu/esco/skill/S4.4.1,http://data.europa.eu/esco/skill/S4.4,4
executing financial transactions,S,S4.4.2,Executing financial or commercial transactions such as issuing invoices for sales or issuing purchase orders.,3,S4.4,http://data.europa.eu/esco/skill/S4.4.2,http://data.europa.eu/esco/skill/S4.4,44
performing general clerical and administrative tasks,S,S4.4.3,"Performing general clerical and administrative tasks not involving administration of human resources, execution of financial transactions, or processing and transforming information or data.",3,S4.4,http://data.europa.eu/esco/skill/S4.4.3,http://data.europa.eu/esco/skill/S4.4,45
leading and motivating,S,S4.5,"Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.",2,S4,http://data.europa.eu/esco/skill/S4.5,http://data.europa.eu/esco/skill/S4,35
leading and motivating,S,S4.5.0,"Reinforcing an organization's vision, inspiring and enthusing others to achieve positive outcomes. The focus of this group is on skills in motivating and inspiring others, rather than on managing and supervising a team.",3,S4.5,http://data.europa.eu/esco/skill/S4.5.0,http://data.europa.eu/esco/skill/S4.5,35
building and developing teams,S,S4.6,"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.",2,S4,http://data.europa.eu/esco/skill/S4.6,http://data.europa.eu/esco/skill/S4,13
building and developing teams,S,S4.6.0,"Encouraging team members and building a relationship of mutual trust, respect and cooperation. Stimulating teambuilding activities.",3,S4.6,http://data.europa.eu/esco/skill/S4.6.0,http://data.europa.eu/esco/skill/S4.6,13
recruiting and hiring,S,S4.7,Acquiring the right talent to achieve the organization's mission.,2,S4,http://data.europa.eu/esco/skill/S4.7,http://data.europa.eu/esco/skill/S4,22
recruiting and hiring,S,S4.7.0,Acquiring the right talent to achieve the organization's mission.,3,S4.7,http://data.europa.eu/esco/skill/S4.7.0,http://data.europa.eu/esco/skill/S4.7,22
supervising people,S,S4.8,Assigning responsibilities to others and directing and monitoring their performance.,2,S4,http://data.europa.eu/esco/skill/S4.8,http://data.europa.eu/esco/skill/S4,162
supervising people,S,S4.8.0,Assigning responsibilities to others and directing and monitoring their performance.,3,S4.8,http://data.europa.eu/esco/skill/S4.8.0,http://data.europa.eu/esco/skill/S4.8,0
supervising a team or group,S,S4.8.1,"Managing, leading or supervising the activities a team or group of workers or students.",3,S4.8,http://data.europa.eu/esco/skill/S4.8.1,http://data.europa.eu/esco/skill/S4.8,79
assigning work to others,S,S4.8.2,Assigning specific tasks to workers or students.,3,S4.8,http://data.europa.eu/esco/skill/S4.8.2,http://data.europa.eu/esco/skill/S4.8,5
monitoring and evaluating the performance of individuals,S,S4.8.3,"Monitoring the behaviour or performance of workers, students or oneself to ensure that work is completed satisfactorily and to evaluate performance, capabilities and training needs.",3,S4.8,http://data.europa.eu/esco/skill/S4.8.3,http://data.europa.eu/esco/skill/S4.8,78
making decisions,S,S4.9,Making a choice from several alternative possibilities.,2,S4,http://data.europa.eu/esco/skill/S4.9,http://data.europa.eu/esco/skill/S4,31
making decisions,S,S4.9.0,Making a choice from several alternative possibilities.,3,S4.9,http://data.europa.eu/esco/skill/S4.9.0,http://data.europa.eu/esco/skill/S4.9,31
working with computers,S,S5,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.",1,S,http://data.europa.eu/esco/skill/S5,http://data.europa.eu/esco/skill/S,300
working with computers,S,S5.0,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.",2,S5,http://data.europa.eu/esco/skill/S5.0,http://data.europa.eu/esco/skill/S5,13
working with computers,S,S5.0.0,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.",3,S5.0,http://data.europa.eu/esco/skill/S5.0.0,http://data.europa.eu/esco/skill/S5.0,13
programming computer systems,S,S5.1,"Writing and submitting  instructions, specifications and programmes for computers.",2,S5,http://data.europa.eu/esco/skill/S5.1,http://data.europa.eu/esco/skill/S5,33
programming computer systems,S,S5.1.0,"Writing and submitting  instructions, specifications and programmes for computers.",3,S5.1,http://data.europa.eu/esco/skill/S5.1.0,http://data.europa.eu/esco/skill/S5.1,33
setting up and protecting computer systems,S,S5.2,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",2,S5,http://data.europa.eu/esco/skill/S5.2,http://data.europa.eu/esco/skill/S5,55
setting up and protecting computer systems,S,S5.2.0,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",3,S5.2,http://data.europa.eu/esco/skill/S5.2.0,http://data.europa.eu/esco/skill/S5.2,0
setting up computer systems,S,S5.2.1,"Setting up computers, networks, or similar information systems. Installing computer software, and configuring computer networks.",3,S5.2,http://data.europa.eu/esco/skill/S5.2.1,http://data.europa.eu/esco/skill/S5.2,23
protecting ict devices,S,S5.2.2,"Making use of tools and methods to protect and maximize security of ICT devices and information by controlling access, such as by requiring passwords, digital signatures, and biometric identification, and by protecting systems through the use of software.",3,S5.2,http://data.europa.eu/esco/skill/S5.2.2,http://data.europa.eu/esco/skill/S5.2,22
resolving computer problems,S,S5.2.3,Identifying technical problems with ICT systems and devices and performing actions to solve the problems.,3,S5.2,http://data.europa.eu/esco/skill/S5.2.3,http://data.europa.eu/esco/skill/S5.2,10
accessing and analysing digital data,S,S5.5,"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",2,S5,http://data.europa.eu/esco/skill/S5.5,http://data.europa.eu/esco/skill/S5,92
accessing and analysing digital data,S,S5.5.0,"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",3,S5.5,http://data.europa.eu/esco/skill/S5.5.0,http://data.europa.eu/esco/skill/S5.5,12
"browsing, searching and filtering digital data",S,S5.5.1,"Articulating information needs, searching for data, information and content in digital environments, accessing and navigating them. Creating and updating personal search strategies.",3,S5.5,http://data.europa.eu/esco/skill/S5.5.1,http://data.europa.eu/esco/skill/S5.5,10
managing and analysing digital data,S,S5.5.2,"Using digital tools to organise, store, retrieve, and analyse data, information and digital content.",3,S5.5,http://data.europa.eu/esco/skill/S5.5.2,http://data.europa.eu/esco/skill/S5.5,70
"using digital tools for collaboration, content creation and problem solving",S,S5.6,"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.",2,S5,http://data.europa.eu/esco/skill/S5.6,http://data.europa.eu/esco/skill/S5,70
"using digital tools for collaboration, content creation and problem solving",S,S5.6.0,"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.",3,S5.6,http://data.europa.eu/esco/skill/S5.6.0,http://data.europa.eu/esco/skill/S5.6,1
using digital tools for collaboration and productivity,S,S5.6.1,Using ICT software and hardware to collaborate and communicate with others and to improve productivity.,3,S5.6,http://data.europa.eu/esco/skill/S5.6.1,http://data.europa.eu/esco/skill/S5.6,26
"using word processing, publishing and presentation software",S,S5.6.2,Using ICT software and hardware to develop and edit the content of documents and audio-visual and prepare them for publication.,3,S5.6,http://data.europa.eu/esco/skill/S5.6.2,http://data.europa.eu/esco/skill/S5.6,6
using computer aided design and drawing tools,S,S5.6.3,"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.",3,S5.6,http://data.europa.eu/esco/skill/S5.6.3,http://data.europa.eu/esco/skill/S5.6,24
using digital tools for processing sound and images,S,S5.6.4,Using ICT software and hardware to for processing sound and images.,3,S5.6,http://data.europa.eu/esco/skill/S5.6.4,http://data.europa.eu/esco/skill/S5.6,13
using digital tools to control machinery,S,S5.7,Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,2,S5,http://data.europa.eu/esco/skill/S5.7,http://data.europa.eu/esco/skill/S5,37
using digital tools to control machinery,S,S5.7.0,Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,3,S5.7,http://data.europa.eu/esco/skill/S5.7.0,http://data.europa.eu/esco/skill/S5.7,37
handling and moving,S,S6,"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.",1,S,http://data.europa.eu/esco/skill/S6,http://data.europa.eu/esco/skill/S,1464
handling and moving,S,S6.0,"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.",2,S6,http://data.europa.eu/esco/skill/S6.0,http://data.europa.eu/esco/skill/S6,4
handling and moving,S,S6.0.0,"Sorting, arranging, moving, transforming, fabricating and cleaning goods and materials by hand or using handheld tools and equipment. Tending plants, crops and animals.",3,S6.0,http://data.europa.eu/esco/skill/S6.0.0,http://data.europa.eu/esco/skill/S6.0,4
sorting and packaging goods and materials,S,S6.1,"Sorting, packaging, separating or arranging materials, according to established patterns or procedures.",2,S6,http://data.europa.eu/esco/skill/S6.1,http://data.europa.eu/esco/skill/S6,119
sorting and packaging goods and materials,S,S6.1.0,"Sorting, packaging, separating or arranging materials, according to established patterns or procedures.",3,S6.1,http://data.europa.eu/esco/skill/S6.1.0,http://data.europa.eu/esco/skill/S6.1,3
sorting materials or products,S,S6.1.1,"Arranging materials into predetermined categories or groups, according to established patterns of procedures.",3,S6.1,http://data.europa.eu/esco/skill/S6.1.1,http://data.europa.eu/esco/skill/S6.1,54
marking materials or objects for identification,S,S6.1.2,Marking or labelling objects or materials for identification by type or individually.,3,S6.1,http://data.europa.eu/esco/skill/S6.1.2,http://data.europa.eu/esco/skill/S6.1,32
packaging objects,S,S6.1.3,"Enclosing or protecting products for distribution or storage according to a coordinated system of preparing goods for transport, warehousing, logistics, sale, and use.",3,S6.1,http://data.europa.eu/esco/skill/S6.1.3,http://data.europa.eu/esco/skill/S6.1,30
cleaning,S,S6.11,"Cleaning buildings, work areas, equipment, machinery and vehicles.",2,S6,http://data.europa.eu/esco/skill/S6.11,http://data.europa.eu/esco/skill/S6,146
cleaning,S,S6.11.0,"Cleaning buildings, work areas, equipment, machinery and vehicles.",3,S6.11,http://data.europa.eu/esco/skill/S6.11.0,http://data.europa.eu/esco/skill/S6.11,7
"cleaning tools, equipment, workpieces and vehicles",S,S6.11.1,"Performing cleaning routines after tools, equipment, machinery and vehicles have been used and cleaning workpieces during or after fabrication.",3,S6.11,http://data.europa.eu/esco/skill/S6.11.1,http://data.europa.eu/esco/skill/S6.11,81
cleaning interior and exterior of buildings,S,S6.11.2,Cleaning interior spaces and furnishings and the exterior of buildings and similar structures.,3,S6.11,http://data.europa.eu/esco/skill/S6.11.2,http://data.europa.eu/esco/skill/S6.11,40
cleaning outdoor spaces,S,S6.11.3,Cleaning outdoor public spaces such as streets or parks.,3,S6.11,http://data.europa.eu/esco/skill/S6.11.3,http://data.europa.eu/esco/skill/S6.11,18
washing and maintaining textiles and clothing,S,S6.12,"Washing or cleaning clothing and other textile products by hand or using a washing or laundry machine, maintaining textile items in good order.",2,S6,http://data.europa.eu/esco/skill/S6.12,http://data.europa.eu/esco/skill/S6,17
washing and maintaining textiles and clothing,S,S6.12.0,"Washing or cleaning clothing and other textile products by hand or using a washing or laundry machine, maintaining textile items in good order.",3,S6.12,http://data.europa.eu/esco/skill/S6.12.0,http://data.europa.eu/esco/skill/S6.12,17
handling and disposing of waste and hazardous materials,S,S6.13,"Collecting, storing and disposing of unwanted materials or hazardous, according to established waste management procedures.",2,S6,http://data.europa.eu/esco/skill/S6.13,http://data.europa.eu/esco/skill/S6,60
handling and disposing of waste and hazardous materials,S,S6.13.0,"Collecting, storing and disposing of unwanted materials or hazardous, according to established waste management procedures.",3,S6.13,http://data.europa.eu/esco/skill/S6.13.0,http://data.europa.eu/esco/skill/S6.13,3
handling and disposing of hazardous materials,S,S6.13.1,"Handling, collecting, storing and disposing of materials that pose substantial threats to public or personal health or the environment.",3,S6.13,http://data.europa.eu/esco/skill/S6.13.1,http://data.europa.eu/esco/skill/S6.13,37
disposing of non-hazardous waste or debris,S,S6.13.2,Collecting and disposing of unwanted non-hazardous materials according to established waste management procedures.,3,S6.13,http://data.europa.eu/esco/skill/S6.13.2,http://data.europa.eu/esco/skill/S6.13,20
moving and lifting,S,S6.2,"Performing physical activities to move, load, unload or store objects or to climb structures, by hand or with the aid of equipment.",2,S6,http://data.europa.eu/esco/skill/S6.2,http://data.europa.eu/esco/skill/S6,158
moving and lifting,S,S6.2.0,"Performing physical activities to move, load, unload or store objects or to climb structures, by hand or with the aid of equipment.",3,S6.2,http://data.europa.eu/esco/skill/S6.2.0,http://data.europa.eu/esco/skill/S6.2,0
"loading and unloading goods and, materials",S,S6.2.1,"Loading, securing or unloading products, materials, or equipment for transportation, storage or further processing by hand or using hand-held or manually operated equipment.",3,S6.2,http://data.europa.eu/esco/skill/S6.2.1,http://data.europa.eu/esco/skill/S6.2,56
"moving or lifting materials, equipment, or supplies",S,S6.2.2,"Moving or lifting goods, materials supplies or resources, by hand or with the aid of equipment, using actions such as lifting, pushing, carrying or shovelling.",3,S6.2,http://data.europa.eu/esco/skill/S6.2.2,http://data.europa.eu/esco/skill/S6.2,52
storing goods and materials,S,S6.2.3,"Placing goods and materials in storage by hand, or with the aid of hand-held or manually operated equipment.",3,S6.2,http://data.europa.eu/esco/skill/S6.2.3,http://data.europa.eu/esco/skill/S6.2,44
climbing,S,S6.2.4,Climbing equipment and structures.,3,S6.2,http://data.europa.eu/esco/skill/S6.2.4,http://data.europa.eu/esco/skill/S6.2,6
transforming and blending materials,S,S6.3,"Transforming materials from one form to another by mixing, blending, heating or chemical reaction, by hand or using handheld tools and equipment.",2,S6,http://data.europa.eu/esco/skill/S6.3,http://data.europa.eu/esco/skill/S6,107
transforming and blending materials,S,S6.3.0,"Transforming materials from one form to another by mixing, blending, heating or chemical reaction, by hand or using handheld tools and equipment.",3,S6.3,http://data.europa.eu/esco/skill/S6.3.0,http://data.europa.eu/esco/skill/S6.3,2
preparing mixtures or solutions,S,S6.3.1,"Mixing and blending various types of solid or liquid materials, by hand or using handheld tools and equipment.",3,S6.3,http://data.europa.eu/esco/skill/S6.3.1,http://data.europa.eu/esco/skill/S6.3,43
preparing industrial materials for processing or use,S,S6.3.3,"Preparing various types of materials for further processing or for use, by employing techniques such as heating, skimming to remove impurities or immersing objects in cleaning or coating solutions.",3,S6.3,http://data.europa.eu/esco/skill/S6.3.3,http://data.europa.eu/esco/skill/S6.3,36
collecting and preparing specimens or materials for testing,S,S6.3.6,"Taking, preparing or preserving as required samples or specimens of products, liquids chemicals or organic materials in order for them to be ready for testing and analysis.",3,S6.3,http://data.europa.eu/esco/skill/S6.3.6,http://data.europa.eu/esco/skill/S6.3,26
tending plants and crops,S,S6.4,"Propagating, cultivating, pruning, caring for and harvesting plants and crops.",2,S6,http://data.europa.eu/esco/skill/S6.4,http://data.europa.eu/esco/skill/S6,69
tending plants and crops,S,S6.4.0,"Propagating, cultivating, pruning, caring for and harvesting plants and crops.",3,S6.4,http://data.europa.eu/esco/skill/S6.4.0,http://data.europa.eu/esco/skill/S6.4,2
cultivating land and crops,S,S6.4.1,Preparing and maintaining land for agricultural or horticultural use and promoting the growth of plants.,3,S6.4,http://data.europa.eu/esco/skill/S6.4.1,http://data.europa.eu/esco/skill/S6.4,43
"planting crops, trees, or other plants",S,S6.4.2,"Propagating and planting trees, flowers and other plants for production of food crops and other products, enhancing the environment or for scientific research.",3,S6.4,http://data.europa.eu/esco/skill/S6.4.2,http://data.europa.eu/esco/skill/S6.4,8
"pruning, cutting and harvesting, trees crops and other plants",S,S6.4.3,"Reducing the size, removing limbs, or cutting down trees, shrubs and other crops, by hand or with hand-held tools for purposes such as improving appearance, promoting the growth of fruits, and harvesting.",3,S6.4,http://data.europa.eu/esco/skill/S6.4.3,http://data.europa.eu/esco/skill/S6.4,16
assembling and fabricating products,S,S6.5,"Fabricating, assembling or repairing products or work aids by hand, or using hand-held tools and equipment.",2,S6,http://data.europa.eu/esco/skill/S6.5,http://data.europa.eu/esco/skill/S6,246
assembling and fabricating products,S,S6.5.0,"Fabricating, assembling or repairing products or work aids by hand, or using hand-held tools and equipment.",3,S6.5,http://data.europa.eu/esco/skill/S6.5.0,http://data.europa.eu/esco/skill/S6.5,59
fabricating precision instruments or jewellery,S,S6.5.1,"Assembling, fabricating or repairing precision instruments, such as optical devices, clocks and musical instruments, by hand or using hand-held tools and equipment.",3,S6.5,http://data.europa.eu/esco/skill/S6.5.1,http://data.europa.eu/esco/skill/S6.5,47
fabricating medical and prosthetic devices,S,S6.5.2,"Fabricating, maintaining or repairing medical, dental, orthotic or prosthetic devices.",3,S6.5,http://data.europa.eu/esco/skill/S6.5.2,http://data.europa.eu/esco/skill/S6.5,25
assembling electrical and electronic products,S,S6.5.3,"Assembling electrical and electronic products, excluding medical or prosthetic devices, by hand or using hand-held tools and equipment.",3,S6.5,http://data.europa.eu/esco/skill/S6.5.3,http://data.europa.eu/esco/skill/S6.5,18
assembling mechanical products,S,S6.5.4,Assembling mechanical products by hand or using hand-held tools and equipment.,3,S6.5,http://data.europa.eu/esco/skill/S6.5.4,http://data.europa.eu/esco/skill/S6.5,4
assembling furniture,S,S6.5.5,Assembling and repairing furniture by hand or using hand-held tools and equipment.,3,S6.5,http://data.europa.eu/esco/skill/S6.5.5,http://data.europa.eu/esco/skill/S6.5,11
fabricating garments and textile products,S,S6.5.6,"Fabricating, altering and repairing garments and textile products by hand or using hand-held tools and equipment.",3,S6.5,http://data.europa.eu/esco/skill/S6.5.6,http://data.europa.eu/esco/skill/S6.5,28
fabricating food and related products,S,S6.5.7,"Fabricating food, drink and related products by hand or using hand-held tools and equipment.",3,S6.5,http://data.europa.eu/esco/skill/S6.5.7,http://data.europa.eu/esco/skill/S6.5,34
fabricating tobacco products,S,S6.5.8,Fabricating tobacco products by hand or using hand-held tools and equipment.,3,S6.5,http://data.europa.eu/esco/skill/S6.5.8,http://data.europa.eu/esco/skill/S6.5,20
"making moulds, casts, models and patterns",S,S6.6,"Making moulds, casts and two-dimensional patterns or templates and making three-dimensional models of products.",2,S6,http://data.europa.eu/esco/skill/S6.6,http://data.europa.eu/esco/skill/S6,51
"making moulds, casts, models and patterns",S,S6.6.0,"Making moulds, casts and two-dimensional patterns or templates and making three-dimensional models of products.",3,S6.6,http://data.europa.eu/esco/skill/S6.6.0,http://data.europa.eu/esco/skill/S6.6,0
making production moulds and casts,S,S6.6.1,"Constructing moulds for the manufacture of objects in various materials, and making casts by filling moulds with liquid materials for solidification.",3,S6.6,http://data.europa.eu/esco/skill/S6.6.1,http://data.europa.eu/esco/skill/S6.6,27
making patterns and templates,S,S6.6.2,"Creating two dimensional patterns or templates for purposes such as cutting and fabricating articles in different shapes and sizes, or placement of items.",3,S6.6,http://data.europa.eu/esco/skill/S6.6.2,http://data.europa.eu/esco/skill/S6.6,8
making models,S,S6.6.3,Constructing physical three-dimensional models of products.,3,S6.6,http://data.europa.eu/esco/skill/S6.6.3,http://data.europa.eu/esco/skill/S6.6,16
using hand tools,S,S6.7,"Using the hands and tools that can be held in the hands, including power tools.",2,S6,http://data.europa.eu/esco/skill/S6.7,http://data.europa.eu/esco/skill/S6,190
using hand tools,S,S6.7.0,"Using the hands and tools that can be held in the hands, including power tools.",3,S6.7,http://data.europa.eu/esco/skill/S6.7.0,http://data.europa.eu/esco/skill/S6.7,46
cutting materials and drilling holes,S,S6.7.1,Cutting various types of materials using handheld tools and equipment.,3,S6.7,http://data.europa.eu/esco/skill/S6.7.1,http://data.europa.eu/esco/skill/S6.7,59
shaping materials to create products,S,S6.7.2,Altering the shape of various types of materials by hand or using hand tools.,3,S6.7,http://data.europa.eu/esco/skill/S6.7.2,http://data.europa.eu/esco/skill/S6.7,26
smoothing surfaces of objects or equipment,S,S6.7.3,"Creating smooth surfaces on various types of materials and employing techniques such as grinding, planing, sanding and polishing, using handheld tools.",3,S6.7,http://data.europa.eu/esco/skill/S6.7.3,http://data.europa.eu/esco/skill/S6.7,41
using precision hand tools,S,S6.7.4,"Using hand-held electronic, mechanical, electric, or optical tools for precision work.",3,S6.7,http://data.europa.eu/esco/skill/S6.7.4,http://data.europa.eu/esco/skill/S6.7,6
"hammering, nailing and riveting",S,S6.7.5,"Using manual or powered hand-held hammers, chisels, nail guns and riveting equipment.",3,S6.7,http://data.europa.eu/esco/skill/S6.7.5,http://data.europa.eu/esco/skill/S6.7,12
"positioning materials, tools or equipment",S,S6.8,"Placing workpieces, materials, tools or equipment in the correct position for assembly or further work.",2,S6,http://data.europa.eu/esco/skill/S6.8,http://data.europa.eu/esco/skill/S6,65
"positioning materials, tools or equipment",S,S6.8.0,"Placing workpieces, materials, tools or equipment in the correct position for assembly or further work.",3,S6.8,http://data.europa.eu/esco/skill/S6.8.0,http://data.europa.eu/esco/skill/S6.8,11
positioning tools or equipment,S,S6.8.1,Placing tools or equipment in the correct position for use.,3,S6.8,http://data.europa.eu/esco/skill/S6.8.1,http://data.europa.eu/esco/skill/S6.8,9
positioning workpieces or materials,S,S6.8.2,"Positioning workpieces, components or materials on equipment or in position for assembly.",3,S6.8,http://data.europa.eu/esco/skill/S6.8.2,http://data.europa.eu/esco/skill/S6.8,45
handling animals,S,S6.9,"Handling, moving, feeding and caring for live animals.",2,S6,http://data.europa.eu/esco/skill/S6.9,http://data.europa.eu/esco/skill/S6,232
handling animals,S,S6.9.0,"Handling, moving, feeding and caring for live animals.",3,S6.9,http://data.europa.eu/esco/skill/S6.9.0,http://data.europa.eu/esco/skill/S6.9,1
tending and breeding animals,S,S6.9.1,"Breeding, raising and tending non-aquatic livestock such as cattle, poultry, and honeybees.",3,S6.9,http://data.europa.eu/esco/skill/S6.9.1,http://data.europa.eu/esco/skill/S6.9,51
tending and breeding aquatic animals,S,S6.9.2,"Breeding, raising and harvesting aquatic and aquaculture stock such as fin fish and shellfish.",3,S6.9,http://data.europa.eu/esco/skill/S6.9.2,http://data.europa.eu/esco/skill/S6.9,48
moving and herding animals,S,S6.9.3,"Directing, controlling or restraining the movement of live animals to move them into vehicles pens, feeding areas and other enclosed spaces, or to facilitate grooming, veterinary procedures or slaughter.",3,S6.9,http://data.europa.eu/esco/skill/S6.9.3,http://data.europa.eu/esco/skill/S6.9,10
"hunting, trapping and slaughtering animals",S,S6.9.4,"Hunting, trapping or capturing animal wildlife or birds, or slaughter captive animals, for purposes such as gaining food or animal products, pest control or wildlife management.",3,S6.9,http://data.europa.eu/esco/skill/S6.9.4,http://data.europa.eu/esco/skill/S6.9,19
feeding and grooming animals,S,S6.9.5,Feeding and grooming domestic and captive animals of all types including aquatic.,3,S6.9,http://data.europa.eu/esco/skill/S6.9.5,http://data.europa.eu/esco/skill/S6.9,24
training animals,S,S6.9.6,"Training animals to facilitate their routine husbandry, for professional purposes or as companion animals, for treatment, and/or public demonstrations.",3,S6.9,http://data.europa.eu/esco/skill/S6.9.6,http://data.europa.eu/esco/skill/S6.9,15
providing therapy or veterinary treatment for animals,S,S6.9.7,Diagnosing and treating health conditions in animals and providing veterinary services such as artificial insemination and implanting microchips.,3,S6.9,http://data.europa.eu/esco/skill/S6.9.7,http://data.europa.eu/esco/skill/S6.9,64
constructing,S,S7,"Building, repairing, installing and finishing interior and exterior structures.",1,S,http://data.europa.eu/esco/skill/S7,http://data.europa.eu/esco/skill/S,283
constructing,S,S7.0,"Building, repairing, installing and finishing interior and exterior structures.",2,S7,http://data.europa.eu/esco/skill/S7.0,http://data.europa.eu/esco/skill/S7,6
constructing,S,S7.0.0,"Building, repairing, installing and finishing interior and exterior structures.",3,S7.0,http://data.europa.eu/esco/skill/S7.0.0,http://data.europa.eu/esco/skill/S7.0,6
building and repairing structures,S,S7.1,"Forming, shaping and joining materials to form structures such as buildings, bridges, or underground mines according to specifications and plans.",2,S7,http://data.europa.eu/esco/skill/S7.1,http://data.europa.eu/esco/skill/S7,126
building and repairing structures,S,S7.1.0,"Forming, shaping and joining materials to form structures such as buildings, bridges, or underground mines according to specifications and plans.",3,S7.1,http://data.europa.eu/esco/skill/S7.1.0,http://data.europa.eu/esco/skill/S7.1,10
installing structural masonry materials,S,S7.1.1,"Forming structures using masonry materials such as bricks, stone, blocks, and mortar.",3,S7.1,http://data.europa.eu/esco/skill/S7.1.1,http://data.europa.eu/esco/skill/S7.1,8
installing metal structural components,S,S7.1.2,"Installing and assembling metal parts such as steel girders, frames and reinforcing rods.",3,S7.1,http://data.europa.eu/esco/skill/S7.1.2,http://data.europa.eu/esco/skill/S7.1,16
installing wooden structural components,S,S7.1.3,"Installing, assembling and repairing structural timber such as beams and trusses.",3,S7.1,http://data.europa.eu/esco/skill/S7.1.3,http://data.europa.eu/esco/skill/S7.1,6
installing concrete components,S,S7.1.4,"Setting concrete forms and pouring concrete for construction of footings, pilings, pillars and walls for buildings, bridges and other structures.",3,S7.1,http://data.europa.eu/esco/skill/S7.1.4,http://data.europa.eu/esco/skill/S7.1,15
installing roofing,S,S7.1.5,"Constructing, installing and maintaining roofs and gutters.",3,S7.1,http://data.europa.eu/esco/skill/S7.1.5,http://data.europa.eu/esco/skill/S7.1,11
"joining parts using soldering, welding or brazing techniques",S,S7.1.6,"Joining together pieces of metal by applying heat using soldering, welding or brazing techniques.",3,S7.1,http://data.europa.eu/esco/skill/S7.1.6,http://data.europa.eu/esco/skill/S7.1,23
installing and assembling building fixtures,S,S7.1.7,"Installing, assembling or constructing building fixtures such as drywall, doors, windows and staircases.",3,S7.1,http://data.europa.eu/esco/skill/S7.1.7,http://data.europa.eu/esco/skill/S7.1,21
